SI114J-00005	4.125
SI114J-00026	5.125
SI114J-00037	4.000
SI114J-00047	4.625
SI114J-00070	3.375
SI114J-00084	4.000
SI114J-00088	5.125
SI114J-00091	4.875
SI114J-00093	4.000
SI114J-00095	3.625
SI114J-00104	4.125
SI114J-00115	3.750
SI114J-00123	4.750
SI114J-00127	4.500
SI114J-00130	4.000
SI114J-00132	4.375
SI114J-00133	4.750
SI114J-00134	4.250
SI114J-00137	3.750
SI114J-00138	4.875
SI114J-00146	4.500
SI114J-00147	4.125
SI114J-00149	4.625
SI114J-00154	4.875
SI114J-00157	5.375
SI114J-00161	4.375
SI114J-00163	4.375
SI114J-00164	5.250
SI114J-00166	3.375
SI114J-00169	3.250
SI114J-00170	2.750
SI114J-00171	3.125
SI114J-00174	4.625
SI114J-00175	3.875
SI114J-00180	4.000
SI114J-00183	5.500
SI114J-00186	3.625
SI114J-00188	4.125
SI114J-00191	2.875
SI114J-00194	4.500
SI114J-00198	5.250
SI114J-00200	4.875
SI114J-00210	4.875
SI114J-00211	5.500
SI114J-00214	5.000
SI114J-00216	4.875
SI114J-00217	5.125
SI114J-00219	3.375
SI114J-00222	4.375
SI114J-00225	4.375
SI114J-00229	3.250
SI114J-00230	5.500
SI114J-00231	5.375
SI114J-00232	3.250
SI114J-00234	4.000
SI114J-00235	3.750
SI114J-00242	3.625
SI114J-00248	3.750
SI114J-00251	5.125
SI114J-00253	3.125
SI114J-00254	5.000
SI114J-00255	2.875
SI114J-00262	4.375
SI114J-00267	4.375
SI114J-00268	4.375
SI114J-00271	5.125
SI114J-00273	3.500
SI114J-00276	4.375
SI114J-00277	5.500
SI114J-00278	4.000
SI114J-00279	3.875
SI114J-00280	4.875
SI114J-00281	3.875
SI114J-00283	4.750
SI114J-00284	4.000
SI114J-00289	4.875
SI114J-00290	2.625
SI114J-00291	4.750
SI114J-00298	3.750
SI114J-00300	4.500
SI114J-00302	4.500
SI114J-00308	3.500
SI114J-00309	3.375
SI114J-00312	5.625
SI114J-00314	4.500
SI114J-00315	2.875
SI114J-00316	5.375
SI114J-00326	4.375
SI114J-00327	4.250
SI114J-00329	3.125
SI114J-00331	4.125
SI114J-00333	3.875
SI114J-00335	4.250
SI114J-00337	4.125
SI114J-00338	4.375
SI114J-00339	4.875
SI114J-00340	3.750
SI114J-00341	2.625
SI114J-00342	4.500
SI114J-00343	5.375
SI114J-00344	3.625
SI114J-00345	4.625
SI114J-00349	3.125
SI114J-00350	3.750
SI114J-00353	4.125
SI114J-00354	4.250
SI114J-00356	4.250
SI114J-00357	4.000
SI114J-00360	3.000
SI114J-00364	3.500
SI114J-00367	4.750
SI114J-00368	4.750
SI114J-00371	5.250
SI114J-00374	4.125
SI114J-00376	4.500
SI114J-00379	4.500
SI114J-00380	4.125
SI114J-00382	4.250
SI114J-00384	4.250
SI114J-00388	5.250
SI114J-00389	4.625
SI114J-00391	4.000
SI114J-00396	4.875
SI114J-00398	4.125
SI114J-00402	4.500
SI114J-00405	4.625
SI114J-00409	4.500
SI114J-00410	4.250
SI114J-00412	4.125
SI114J-00413	4.125
SI114J-00416	3.375
SI114J-00419	4.125
SI114J-00421	2.875
SI114J-00422	4.125
SI114J-00423	2.875
SI114J-00424	3.500
SI114J-00425	3.625
SI114J-00429	5.375
SI114J-00431	4.000
SI114J-00432	3.375
SI114J-00433	4.625
SI114J-00436	4.250
SI114J-00437	4.375
SI114J-00438	3.500
SI114J-00439	4.000
SI114J-00440	3.875
SI114J-00441	3.625
SI114J-00444	4.500
SI114J-00445	4.750
SI114J-00446	4.000
SI114J-00450	4.500
SI114J-00451	4.000
SI114J-00452	4.500
SI114J-00453	4.500
SI114J-00456	3.750
SI114J-00458	4.125
SI114J-00462	4.000
SI114J-00464	5.125
SI114J-00465	4.000
SI114J-00466	3.875
SI114J-00470	3.125
SI114J-00471	4.375
SI114J-00473	3.250
SI114J-00475	4.125
SI114J-00477	4.375
SI114J-00478	4.625
SI114J-00480	4.250
SI114J-00482	3.375
SI114J-00487	3.000
SI114J-00488	3.125
