SI114J-00001	3.000
SI114J-00002	4.000
SI114J-00005	4.000
SI114J-00018	5.500
SI114J-00019	4.500
SI114J-00023	4.500
SI114J-00026	5.000
SI114J-00027	4.500
SI114J-00029	5.500
SI114J-00037	3.500
SI114J-00038	4.000
SI114J-00047	5.000
SI114J-00048	5.000
SI114J-00049	5.000
SI114J-00055	3.000
SI114J-00060	4.500
SI114J-00063	4.000
SI114J-00067	4.000
SI114J-00070	4.000
SI114J-00076	4.500
SI114J-00084	4.000
SI114J-00088	5.000
SI114J-00091	5.000
SI114J-00093	4.000
SI114J-00095	3.500
SI114J-00102	5.000
SI114J-00104	4.000
SI114J-00107	4.500
SI114J-00112	3.000
SI114J-00115	3.500
SI114J-00119	2.500
SI114J-00123	4.500
SI114J-00127	4.500
SI114J-00130	4.000
SI114J-00132	4.500
SI114J-00133	5.000
SI114J-00134	4.000
SI114J-00137	3.500
SI114J-00138	4.500
SI114J-00146	4.500
SI114J-00147	4.000
SI114J-00149	4.500
SI114J-00150	4.000
SI114J-00153	3.500
SI114J-00154	5.000
SI114J-00157	5.500
SI114J-00161	4.500
SI114J-00163	4.500
SI114J-00164	5.500
SI114J-00166	3.500
SI114J-00169	2.000
SI114J-00170	2.500
SI114J-00171	3.000
SI114J-00174	4.500
SI114J-00175	4.000
SI114J-00180	3.500
SI114J-00183	5.500
SI114J-00186	3.500
SI114J-00188	3.000
SI114J-00191	2.500
SI114J-00194	4.500
SI114J-00198	5.000
SI114J-00200	5.000
SI114J-00205	5.500
SI114J-00210	5.000
SI114J-00211	5.500
SI114J-00214	5.000
SI114J-00216	5.000
SI114J-00217	5.000
SI114J-00222	4.000
SI114J-00225	4.500
SI114J-00226	4.000
SI114J-00229	3.000
SI114J-00230	5.500
SI114J-00231	5.500
SI114J-00232	3.000
SI114J-00234	4.000
SI114J-00235	4.000
SI114J-00240	3.000
SI114J-00242	3.500
SI114J-00244	2.000
SI114J-00248	3.000
SI114J-00251	5.000
SI114J-00253	3.000
SI114J-00254	5.000
SI114J-00255	3.500
SI114J-00258	2.000
SI114J-00259	3.000
SI114J-00262	4.500
SI114J-00267	4.500
SI114J-00268	4.500
SI114J-00271	5.000
SI114J-00273	3.000
SI114J-00276	4.000
SI114J-00277	5.500
SI114J-00278	4.000
SI114J-00279	3.500
SI114J-00280	5.000
SI114J-00281	4.000
SI114J-00283	4.500
SI114J-00284	3.500
SI114J-00289	5.000
SI114J-00290	3.000
SI114J-00291	4.500
