SI114J-00005	4.500
SI114J-00008	5.000
SI114J-00010	3.500
SI114J-00015	3.500
SI114J-00020	4.500
SI114J-00021	4.500
SI114J-00024	5.000
SI114J-00025	3.000
SI114J-00026	5.500
SI114J-00031	3.500
SI114J-00032	4.500
SI114J-00033	4.000
SI114J-00036	3.500
SI114J-00037	4.000
SI114J-00040	4.500
SI114J-00042	3.000
SI114J-00046	5.000
SI114J-00047	4.500
SI114J-00051	3.500
SI114J-00059	4.000
SI114J-00064	3.500
SI114J-00070	3.500
SI114J-00077	4.500
SI114J-00081	5.000
SI114J-00082	4.000
SI114J-00084	3.500
SI114J-00088	5.000
SI114J-00091	4.500
SI114J-00093	4.000
SI114J-00098	3.500
SI114J-00104	4.000
SI114J-00105	4.500
SI114J-00106	5.500
SI114J-00110	3.000
SI114J-00113	4.000
SI114J-00114	3.500
SI114J-00115	4.000
SI114J-00120	3.500
SI114J-00121	4.500
SI114J-00122	3.000
SI114J-00123	5.000
SI114J-00125	3.500
SI114J-00127	4.500
SI114J-00130	4.000
SI114J-00131	3.000
SI114J-00132	4.500
SI114J-00133	4.500
SI114J-00134	4.500
SI114J-00136	3.500
SI114J-00137	4.000
SI114J-00138	5.000
SI114J-00142	4.500
SI114J-00145	4.500
SI114J-00146	4.500
SI114J-00147	4.000
SI114J-00149	4.500
SI114J-00152	3.000
SI114J-00154	5.000
SI114J-00155	4.500
SI114J-00156	4.000
SI114J-00157	5.000
SI114J-00159	4.000
SI114J-00161	4.000
SI114J-00163	4.000
SI114J-00164	5.000
SI114J-00166	3.500
SI114J-00168	4.000
SI114J-00169	3.000
SI114J-00170	3.000
SI114J-00171	3.500
SI114J-00172	3.500
SI114J-00173	4.500
SI114J-00174	4.500
SI114J-00175	4.000
SI114J-00176	3.000
SI114J-00177	3.500
SI114J-00180	4.500
SI114J-00181	4.500
SI114J-00183	5.500
SI114J-00186	3.500
SI114J-00188	4.500
SI114J-00193	4.500
SI114J-00194	4.500
SI114J-00196	4.000
SI114J-00198	5.000
SI114J-00200	4.500
SI114J-00202	4.000
SI114J-00207	5.500
SI114J-00210	5.000
SI114J-00211	5.500
SI114J-00214	4.500
SI114J-00216	4.500
SI114J-00217	5.000
SI114J-00219	3.500
SI114J-00222	4.500
SI114J-00223	4.000
SI114J-00225	4.500
SI114J-00227	4.500
SI114J-00229	3.000
SI114J-00230	5.500
SI114J-00231	5.500
SI114J-00232	3.500
SI114J-00234	4.000
SI114J-00235	3.500
SI114J-00236	4.500
SI114J-00237	3.500
SI114J-00239	5.000
SI114J-00242	3.500
SI114J-00248	4.500
SI114J-00249	4.000
SI114J-00251	5.500
SI114J-00253	3.000
SI114J-00254	5.000
SI114J-00255	3.000
SI114J-00256	5.000
SI114J-00257	2.000
SI114J-00262	4.500
SI114J-00264	5.000
SI114J-00265	5.000
SI114J-00267	4.500
SI114J-00268	4.500
SI114J-00269	5.000
SI114J-00270	5.000
SI114J-00271	5.000
SI114J-00272	3.500
SI114J-00273	4.000
SI114J-00275	2.000
SI114J-00276	4.000
SI114J-00278	4.500
SI114J-00279	4.500
SI114J-00280	4.500
SI114J-00281	4.000
SI114J-00283	4.500
SI114J-00284	4.000
SI114J-00289	4.500
SI114J-00290	2.500
SI114J-00291	4.500
SI114J-00292	4.000
SI114J-00294	4.500
SI114J-00295	5.000
SI114J-00296	5.500
SI114J-00297	4.500
SI114J-00299	3.500
SI114J-00300	4.500
SI114J-00301	3.000
SI114J-00302	4.500
SI114J-00304	3.000
SI114J-00305	5.500
SI114J-00306	4.000
SI114J-00308	2.500
SI114J-00309	3.000
SI114J-00310	4.000
SI114J-00314	4.500
SI114J-00315	2.500
SI114J-00316	5.500
SI114J-00317	4.500
SI114J-00319	2.000
SI114J-00321	4.000
SI114J-00323	3.000
SI114J-00326	4.500
SI114J-00327	3.500
SI114J-00329	3.000
SI114J-00331	4.500
SI114J-00333	4.000
SI114J-00335	4.000
SI114J-00337	4.000
SI114J-00338	4.500
SI114J-00339	5.000
SI114J-00340	3.500
SI114J-00341	2.500
SI114J-00342	4.500
SI114J-00344	4.000
SI114J-00345	4.500
SI114J-00346	4.500
SI114J-00350	3.500
SI114J-00351	3.500
SI114J-00353	4.000
SI114J-00354	4.000
SI114J-00355	4.000
SI114J-00356	4.500
SI114J-00357	3.500
SI114J-00360	3.000
SI114J-00364	3.000
SI114J-00365	3.000
SI114J-00367	5.000
SI114J-00368	4.500
SI114J-00370	4.000
SI114J-00371	5.000
SI114J-00373	2.000
SI114J-00374	4.000
SI114J-00375	4.000
SI114J-00376	5.000
SI114J-00379	4.000
SI114J-00380	4.500
SI114J-00382	4.500
SI114J-00384	4.500
SI114J-00386	4.000
SI114J-00388	5.000
SI114J-00389	4.500
SI114J-00390	4.500
SI114J-00391	4.000
SI114J-00393	5.500
SI114J-00394	4.000
SI114J-00396	5.000
SI114J-00398	4.000
SI114J-00399	3.500
SI114J-00402	4.500
SI114J-00409	4.000
SI114J-00410	4.500
SI114J-00411	2.000
SI114J-00412	4.000
SI114J-00413	4.500
SI114J-00416	3.000
SI114J-00418	4.000
SI114J-00419	3.500
SI114J-00420	4.500
SI114J-00421	2.500
SI114J-00422	4.500
SI114J-00424	3.500
SI114J-00425	4.000
SI114J-00427	2.500
SI114J-00429	5.500
SI114J-00430	5.000
SI114J-00431	4.500
SI114J-00432	2.500
SI114J-00433	5.000
SI114J-00434	3.000
SI114J-00437	4.500
SI114J-00438	3.500
SI114J-00439	4.000
SI114J-00440	4.000
SI114J-00441	4.000
SI114J-00444	4.500
SI114J-00446	4.000
SI114J-00449	4.000
SI114J-00451	3.500
SI114J-00455	4.000
SI114J-00456	3.500
SI114J-00458	5.500
SI114J-00460	3.500
SI114J-00462	4.000
SI114J-00463	4.500
SI114J-00464	5.500
SI114J-00465	4.000
SI114J-00466	4.000
SI114J-00467	4.500
SI114J-00470	3.500
SI114J-00471	4.500
SI114J-00473	3.000
SI114J-00475	4.000
SI114J-00478	4.500
SI114J-00482	3.000
SI114J-00485	3.500
SI114J-00487	3.000
SI114J-00488	3.000
SI114J-00491	5.000
SI114J-00492	4.500
SI114J-00493	5.500
SI114J-00495	4.500
SI114J-00496	4.000
SI114J-00497	3.500
SI114J-00498	4.000
SI114J-00500	4.500
SI114J-00504	3.000
SI114J-00506	4.000
SI114J-00509	4.000
SI114J-00511	5.000
SI114J-00512	4.000
SI114J-00517	5.000
SI114J-00518	4.000
SI114J-00520	4.000
SI114J-00521	3.000
SI114J-00522	3.000
SI114J-00523	4.500
SI114J-00525	2.500
SI114J-00527	3.000
SI114J-00528	3.000
SI114J-00531	4.000
SI114J-00532	4.500
SI114J-00534	4.500
SI114J-00536	3.500
SI114J-00537	4.000
SI114J-00538	3.000
SI114J-00539	3.500
SI114J-00542	4.000
SI114J-00548	3.500
SI114J-00550	3.500
SI114J-00551	4.000
SI114J-00553	3.500
SI114J-00558	4.500
SI114J-00559	4.000
SI114J-00561	4.000
SI114J-00562	4.000
SI114J-00563	3.500
SI114J-00570	4.000
SI114J-00571	5.500
SI114J-00575	3.500
SI114J-00576	3.500
SI114J-00578	2.000
SI114J-00579	4.000
SI114J-00581	5.500
SI114J-00585	3.500
SI114J-00591	5.000
SI114J-00594	4.000
SI114J-00595	3.500
SI114J-00597	3.500
SI114J-00599	3.000
SI114J-00604	4.000
SI114J-00605	3.500
SI114J-00606	2.000
SI114J-00608	3.000
SI114J-00609	3.000
SI114J-00611	2.500
SI114J-00612	5.000
SI114J-00613	4.000
SI114J-00615	4.500
SI114J-00620	4.000
SI114J-00621	4.500
SI114J-00626	4.000
SI114J-00628	2.000
SI114J-00629	2.500
SI114J-00630	4.500
SI114J-00631	3.500
SI114J-00634	4.500
SI114J-00641	4.000
SI114J-00645	4.000
SI114J-00647	5.000
SI114J-00648	5.000
SI114J-00651	2.500
SI114J-00653	5.000
SI114J-00655	3.500
SI114J-00656	4.000
SI114J-00659	4.000
SI114J-00661	2.500
SI114J-00664	4.500
SI114J-00665	2.500
SI114J-00666	4.000
SI114J-00671	5.000
SI114J-00672	3.500
SI114J-00673	3.500
SI114J-00674	4.000
SI114J-00675	4.000
SI114J-00676	4.000
SI114J-00680	5.000
SI114J-00683	3.000
SI114J-00686	4.500
SI114J-00690	2.500
SI114J-00691	3.000
SI114J-00694	4.000
SI114J-00695	4.500
SI114J-00696	4.000
SI114J-00697	4.000
SI114J-00698	4.500
SI114J-00702	4.500
SI114J-00706	3.000
SI114J-00709	4.000
SI114J-00717	4.000
SI114J-00723	5.000
SI114J-00725	3.500
SI114J-00726	4.000
SI114J-00729	4.000
SI114J-00731	4.500
SI114J-00734	4.000
SI114J-00737	4.000
SI114J-00738	5.500
SI114J-00739	3.500
SI114J-00740	5.000
SI114J-00743	4.500
SI114J-00745	3.500
