SI114J-00002	4.500
SI114J-00005	4.500
SI114J-00012	5.000
SI114J-00013	3.500
SI114J-00018	5.000
SI114J-00023	4.000
SI114J-00026	5.000
SI114J-00027	4.500
SI114J-00029	5.500
SI114J-00030	4.000
SI114J-00031	3.500
SI114J-00032	4.500
SI114J-00033	5.000
SI114J-00037	4.000
SI114J-00044	3.000
SI114J-00046	5.500
SI114J-00047	4.500
SI114J-00048	5.000
SI114J-00049	4.500
SI114J-00055	3.500
SI114J-00060	4.500
SI114J-00061	4.000
SI114J-00063	3.000
SI114J-00070	3.000
SI114J-00074	5.000
SI114J-00076	4.500
SI114J-00079	3.000
SI114J-00084	4.500
SI114J-00085	3.500
SI114J-00088	5.500
SI114J-00090	4.500
SI114J-00091	5.000
SI114J-00093	4.500
SI114J-00094	3.500
SI114J-00095	4.000
SI114J-00097	4.000
SI114J-00104	4.000
SI114J-00112	3.000
SI114J-00115	3.500
SI114J-00123	5.000
SI114J-00127	4.500
SI114J-00130	4.000
SI114J-00132	4.000
SI114J-00133	4.500
SI114J-00134	4.000
SI114J-00137	4.000
SI114J-00138	4.500
SI114J-00146	4.500
SI114J-00147	4.000
SI114J-00149	5.000
SI114J-00153	4.500
SI114J-00154	5.500
SI114J-00156	4.000
SI114J-00157	5.500
SI114J-00161	4.500
SI114J-00162	5.000
SI114J-00163	5.000
SI114J-00164	5.500
SI114J-00166	3.000
SI114J-00169	4.000
SI114J-00170	2.500
SI114J-00171	3.000
SI114J-00173	4.500
SI114J-00174	4.500
SI114J-00175	3.500
SI114J-00176	3.000
SI114J-00180	4.000
SI114J-00183	5.500
SI114J-00185	4.500
SI114J-00186	4.000
SI114J-00188	5.000
SI114J-00191	3.000
SI114J-00194	4.500
SI114J-00196	5.000
SI114J-00198	5.500
SI114J-00200	5.000
SI114J-00210	5.000
SI114J-00211	5.500
SI114J-00214	5.500
SI114J-00216	5.000
SI114J-00217	5.500
SI114J-00219	3.500
SI114J-00222	4.500
SI114J-00223	3.500
SI114J-00225	4.000
SI114J-00226	4.000
SI114J-00229	3.500
SI114J-00231	5.000
SI114J-00232	3.000
SI114J-00234	4.000
SI114J-00235	4.000
SI114J-00236	4.500
SI114J-00241	5.500
SI114J-00242	4.000
SI114J-00248	4.000
SI114J-00250	3.500
SI114J-00251	5.000
SI114J-00253	3.500
SI114J-00254	5.000
SI114J-00255	3.000
SI114J-00262	3.500
SI114J-00267	4.500
SI114J-00268	4.000
SI114J-00269	5.000
SI114J-00273	3.500
SI114J-00276	5.000
SI114J-00278	3.500
SI114J-00279	4.000
SI114J-00280	5.500
SI114J-00281	4.000
SI114J-00283	5.000
SI114J-00284	4.000
SI114J-00289	5.000
SI114J-00290	3.000
SI114J-00291	5.000
SI114J-00296	4.500
SI114J-00298	4.000
SI114J-00300	4.500
